Дата_рождения Date; Дата_рождения Date; Кол-во_проектов Integer; Кол-во_проектов Integer; Дата_рождения Date; Рейтинг Float; Комментарий String; Дата_рождения Date; Дата_рождения Date; Комментарий String; 
09.07.2009; 27.05.1999; 24; 99; 04.07.1999; 9,0; С другой стороны новая модель организационной деят; 12.12.2004; 27.09.1980; Значимость этих проблем настолько очевидна, что сл; 
27.09.1980; 19.09.2019; 88; 45; 19.09.2019; 4,5; Равным образом сложившаяся структура организации н; 19.09.1974; 22.05.2022; Не следует, однако, забывать о том, что постоянный; 
25.03.1985; 31.10.1997; 94; 78; 03.12.1982; 8,85; Задача организации, в особенности же социально-эко; 29.10.1987; 24.01.1970; Значимость этих проблем настолько очевидна, что ко; 
05.11.2021; 30.09.2002; 79; 3; 12.09.2001; 2,04; Дорогие друзья, постоянный количественный рост и с; 19.09.2019; 13.08.2011; Не следует, однако, забывать о том, что постоянное; 
01.11.2019; 12.12.2004; 19; 95; 10.01.2006; 5,85; Повседневная практика показывает, что курс на соци; 19.09.2019; 29.12.1992; Значимость этих проблем настолько очевидна, что со; 
27.05.1999; 05.09.1999; 2; 27; 27.07.2018; 6,22; Значимость этих проблем настолько очевидна, что ко; 04.07.1999; 15.05.1991; Соображения высшего порядка, а также начало повсед; 
12.12.2004; 23.09.1987; 21; 79; 29.12.1992; 7,73; Соображения высшего порядка, а также начало повсед; 20.11.1971; 04.12.2022; Равным образом сложившаяся структура организации н; 
02.02.2006; 24.03.1982; 89; 10; 20.11.1971; 1,13; Разнообразный и богатый опыт постоянное информацио; 25.03.1985; 04.07.1999; Дорогие друзья, постоянный количественный рост и с; 
15.02.2002; 12.09.2001; 65; 27; 12.12.2004; 5,66; Не следует, однако, забывать о том, что новая моде; 19.09.1974; 27.09.1980; Соображения высшего порядка, а также сложившаяся с; 
09.10.1984; 21.01.2018; 29; 75; 19.09.1974; 5,9; Равным образом сложившаяся структура организации н; 10.01.2006; 12.12.2004; Значимость этих проблем настолько очевидна, что со; 
15.02.2002; 23.09.1987; 26; 89; 30.09.2002; 5,55; Равным образом сложившаяся структура организации н; 12.09.2001; 15.02.2002; Разнообразный и богатый опыт реализация намеченног; 
29.09.1970; 31.10.1997; 10; 7; 05.11.2021; 0,54; Таким образом, постоянное информационно-техническо; 20.11.1971; 04.12.2022; Дорогие друзья, консультация с профессионалами из ; 
11.08.2013; 30.09.2002; 78; 63; 29.09.1970; 9,9; С другой стороны новая модель организационной деят; 04.12.2022; 22.07.2000; Разнообразный и богатый опыт начало повседневной р; 
20.11.2016; 11.05.1990; 14; 76; 24.01.1970; 7,98; Разнообразный и богатый опыт реализация намеченног; 09.07.2009; 31.10.1997; Не следует, однако, забывать о том, что новая моде; 
03.12.1982; 04.12.2022; 69; 86; 30.09.2002; 5,9; Дорогие друзья, постоянный количественный рост и с; 22.07.2000; 25.03.1985; Значимость этих проблем настолько очевидна, что ра; 
15.04.1986; 10.01.2006; 7; 89; 15.02.2002; 4,04; Задача организации, в особенности же социально-эко; 11.08.2013; 11.05.1990; Повседневная практика показывает, что сложившаяся ; 
27.09.1980; 24.01.1970; 39; 19; 12.12.2004; 8,33; Соображения высшего порядка, а также начало повсед; 24.03.1982; 13.08.2011; Соображения высшего порядка, а также реализация на; 
15.05.1991; 15.02.2002; 22; 75; 11.08.2013; 8,85; Повседневная практика показывает, что курс на соци; 09.07.2009; 02.02.2006; Равным образом сложившаяся структура организации н; 
